movieID,Title,Runtime,Director,Writer,Actors,Release Date,Netflix Release Date,Production House
7969,Felipe Esparza: Theyre Not Going to Laugh at You,30-60 mins,Scott L. Montoya,Felipe Esparza,Felipe Esparza,01-01-2012,14-04-2015,
7970,Fashion,> 2 hrs,Madhur Bhandarkar,"Ajeet Ghorpade, Ajay Monga, Niranjan Iyengar, Irfan Siddiqui, Anuradha Tiwari, Madhur Bhandarkar, Sandeep Nath","Priyanka Chopra, Mugdha Godse, Arbaaz Khan, Kangana Ranaut",29-10-2008,14-04-2015,
7971,Fullmetal Alchemist: The Sacred Star of Milos,1-2 hour,Kazuya Murata,"John Burgmeier, Hiromu Arakawa, Bonny Clinkenbeard, Yûichi Shinbo","Vic Mignogna, Matthew Mercer, Alexis Tipton, Maxey Whitehead",20-01-2012,14-04-2015,
7972,Fastest,< 30 minutes,Mark Neale,Mark Neale,"Valentino Rossi, Ewan McGregor, Jorge Lorenzo, Ben Spies",04-04-2012,14-04-2015,Media X International
7973,Miss Fishers Murder Mysteries,< 30 minutes,,,"Ashleigh Cummings, Essie Davis, Hugo Johnstone-Burt, Nathan Page",24-02-2012,14-04-2015,
7974,Fire with Fire,1-2 hour,David Barrett,Tom O'Connor,"Bruce Willis, Rosario Dawson, Josh Duhamel, Vincent D'Onofrio",05-12-2012,14-04-2015,Grindstone Entertainment Group
7975,WWII: Lost Films,< 30 minutes,,,"Justin Bartha, Gary Sinise, Charles Scheffel, Ron Livingston",,14-04-2015,
7976,The Family,1-2 hour,Luc Besson,"Tonino Benacquista, Luc Besson, Michael Caleo","John D'Leo, Michelle Pfeiffer, Robert De Niro, Dianna Agron",13-09-2013,14-04-2015,"Grive Productions, EuropaCorp, Relativity, TF1 Films Productions"
7977,"I, Frankenstein",1-2 hour,Stuart Beattie,"Stuart Beattie, Kevin Grevioux, Mary Shelley","Aaron Eckhart, Bill Nighy, Yvonne Strahovski, Miranda Otto",24-01-2014,14-04-2015,"Sidney Kimmel Entertainment, Hopscotch Features, Lions Gate Entertainment, Lakeshore Entertainment"
7978,Flight,> 2 hrs,Robert Zemeckis,John Gatins,"Denzel Washington, Nadine Velazquez, Adam C. Edwards, Carter Cabassa",02-11-2012,14-04-2015,"ImageMovers, Parkes/MacDonald"
7979,The Fosters,< 30 minutes,,"Bradley Bredeweg, Peter Paige","Teri Polo, David Lambert, Hayden Byerly, Sherri Saum",03-06-2013,14-04-2015,
7980,Room in Rome,1-2 hour,Julio Medem,"Julio Rojas, Katherine Fugate, Julio Medem","Enrico Lo Verso, Najwa Nimri, Natasha Yarovenko, Elena Anaya",07-05-2010,14-04-2015,Morena Films S.L.
7981,The Moon Embracing the Sun,< 30 minutes,,,"Eung-soo Kim, Mi-seon Jeon, Mi-kyeong Yang, Eun-pyo Jeong",04-01-2012,14-04-2015,
7982,"If I Want to Whistle, I Whistle",< 30 minutes,Florin Serban,"Florin Serban, Andreea Valean, Cãtãlin Mitulescu","George Pistereanu, Mihai Constantin, Clara Voda, Ada Condeescu",26-03-2010,14-04-2015,"Film i Väst, Svenska Filminstitutet, The Chimney Pot"
7983,Angel Eyes,< 30 minutes,,,"Jin-young Jung, Kang Ha-Neul, Sang-yoon Lee, Nam Ji-Hyun",05-04-2014,14-04-2015,
7984,Ek Main Aur Ekk Tu,1-2 hour,Shakun Batra,"Ayesha DeVitre, Shakun Batra","Boman Irani, Imran Khan, Kareena Kapoor, Zenobia Shroff",10-02-2012,14-04-2015,
7985,The House at the End of Time,1-2 hour,Alejandro Hidalgo,"Alejandro Hidalgo, Frank Baiz Quevedo","Guillermo Garcia, Rosmel Bustamante, Gonzalo Cubero, Ruddy Rodríguez",21-06-2013,14-04-2015,
7986,Side Effects,1-2 hour,Steven Soderbergh,Scott Z. Burns,"Rooney Mara, Channing Tatum, Marin Ireland, Carmen Pelaez",08-02-2013,14-04-2015,"Di Bonaventura Pictures, Endgame Entertainment"
7987,The Phantom of the Opera: Special Edition,> 2 hrs,Joel Schumacher,"Gaston Leroux, Joel Schumacher, Andrew Lloyd Webber","Gerard Butler, Miranda Richardson, Emmy Rossum, Patrick Wilson",10-12-2004,14-04-2015,Joel Schumacher Productions
7988,The Prince of Egypt,1-2 hour,"Brenda Chapman, Simon Wells, Steve Hickner","Nicholas Meyer, Philip LaZebnik","Sandra Bullock, Val Kilmer, Michelle Pfeiffer, Ralph Fiennes",18-12-1998,14-04-2015,DreamWorks SKG
7989,Soul Eater,< 30 minutes,,,"Brittney Karbowski, Micah Solusod, Laura Bailey, Chiaki Omigawa",07-04-2008,14-04-2015,
7990,Raw,1-2 hour,Robert Townsend,"Eddie Murphy, Keenen Ivory Wayans","Clebert Ford, Billie Allen, Eddie Murphy, Tatyana Ali",18-12-1987,14-04-2015,"Eddie Murphy Productions, Paramount Pictures"
7991,Star Trek: Enterprise,< 30 minutes,,"Rick Berman, Brannon Braga","Jolene Blalock, Dominic Keating, John Billingsley, Scott Bakula",26-09-2001,14-04-2015,
7992,Devils Knot,1-2 hour,Atom Egoyan,"Paul Harris Boardman, Scott Derrickson, Mara Leveritt","James Hamrick, Alessandro Nivola, Reese Witherspoon, Colin Firth",12-03-2014,14-04-2015,
7993,Death Wish,1-2 hour,Michael Winner,"Wendell Mayes, Brian Garfield","Steven Keats, Vincent Gardenia, Charles Bronson, Hope Lange",24-07-1974,14-04-2015,Dino De Laurentiis Company
7994,Driving Miss Daisy,< 30 minutes,Bruce Beresford,Alfred Uhry,"Jessica Tandy, Morgan Freeman, Dan Aykroyd, Patti LuPone",26-01-1990,14-04-2015,Warner Brothers
7995,Dog Pound,1-2 hour,Kim Chapiron,"Kim Chapiron, Jeremie Delon","Adam Butcher, Shane Kippel, Slim Twig, Matthew Morales",23-06-2010,14-04-2015,"Partizan, Canal+"
7996,Doc Martin,< 30 minutes,,"Mark Crowdy, Dominic Minghella, Craig Ferguson","Ian McNeice, Martin Clunes, Joe Absolom, Caroline Catz",01-01-2004,14-04-2015,
7997,Dead Man Down,1-2 hour,Niels Arden Oplev,J.H. Wyman,"Dominic Cooper, Noomi Rapace, Terrence Howard, Colin Farrell",08-03-2013,14-04-2015,"Original Film, Frequency Films"
7998,Donald Glover: Weirdo,1-2 hour,Shannon Hartman,Donald Glover,Donald Glover,18-01-2012,14-04-2015,Fangoria
7999,Dead Silence,1-2 hour,James Wan,"Leigh Whannell, James Wan","Michael Fairman, Donnie Wahlberg, Ryan Kwanten, Amber Valletta",16-03-2007,14-04-2015,"Twisted Pictures, Universal Pictures, Evolution Entertainment"
8000,Devil,1-2 hour,John Erick Dowdle,"Brian Nelson, M. Night Shyamalan","Chris Messina, Logan Marshall-Green, Bojana Novakovic, Jenny O'Hara",17-09-2010,14-04-2015,Universal Pictures
8001,Woochi - The Demon Slayer,> 2 hrs,Dong-hoon Choi,Dong-hoon Choi,"Hae-Jin Yoo, Kim Yoon-seok, Lim Soo-jung, Dong-won Gang",23-12-2009,14-04-2015,
8002,Dark Skies,1-2 hour,Scott Stewart,Scott Stewart,"Kadan Rockett, Dakota Goyo, Josh Hamilton, Keri Russell",22-02-2013,14-04-2015,"Blumhouse, Robotproof"
8003,Labor Day,1-2 hour,Jason Reitman,"Jason Reitman, Joyce Maynard","Josh Brolin, Tobey Maguire, Gattlin Griffith, Kate Winslet",31-01-2014,14-04-2015,"Right of Way Films, Mr. Mudd"
8004,Star Trek Into Darkness,> 2 hrs,J.J. Abrams,"Damon Lindelof, Alex Kurtzman, Roberto Orci, Gene Roddenberry","Chris Pine, Zachary Quinto, Zoe Saldana, Karl Urban",16-05-2013,14-04-2015,Bad Robot
8005,Daniel Tigers Neighborhood,< 30 minutes,,Angela Santomero,"Heather Bambrick, Amariah Faulkner, Ted Dykstra, Addison Holley",03-09-2012,14-04-2015,
8006,Lavell Crawford: Can a Brother Get Some Love?,1-2 hour,Michael Drumm,,"Lavell Crawford, Kareem Taylor",12-08-2011,14-04-2015,eOne Entertainment Distribution
8007,Russell Brand: Messiah Complex,1-2 hour,,Russell Brand,Russell Brand,25-11-2013,14-04-2015,
8008,Jack and the Cuckoo-Clock Heart,1-2 hour,"Stéphane Berla, Mathias Malzieu",Mathias Malzieu,"Grand Corps Malade, Jean Rochefort, Mathias Malzieu, Olivia Ruiz",05-02-2014,14-04-2015,
8009,Clear and Present Danger,> 2 hrs,Phillip Noyce,"Steven Zaillian, Tom Clancy, John Milius, Donald E. Stewart","Willem Dafoe, Anne Archer, Harrison Ford, Joaquim de Almeida",03-08-1994,14-04-2015,Paramount Pictures
8010,Contracted,1-2 hour,Eric England,Eric England,"Alice Macdonald, Caroline Williams, Matt Mercer, Najarra Townsend",22-11-2013,14-04-2015,BoulderLight Pictures
8011,The Gruffalos Child,< 30 minutes,"Johannes Weiland, Uwe Heidschötter","Julia Donaldson, Johanna Stuttmann, Axel Scheffler","Helena Bonham Carter, Shirley Henderson, Rob Brydon, Robbie Coltrane",01-12-2011,14-04-2015,
8012,Congo,1-2 hour,Frank Marshall,"John Patrick Shanley, Michael Crichton","Ernie Hudson, Tim Curry, Laura Linney, Dylan Walsh",09-06-1995,14-04-2015,"Paramount Pictures, Paramount Pictures International, Kennedy/Marshall"
8013,Crocodile Dundee,1-2 hour,Peter Faiman,"John Cornell, Ken Shadie, Paul Hogan","John Meillon, Linda Kozlowski, David Gulpilil, Paul Hogan",26-09-1986,14-04-2015,Paramount Pictures
8014,Ouran High School Host Club,< 30 minutes,,,"Masaya Matsukaze, Maaya Sakamoto, Kenichi Suzumura, Mamoru Miyano",04-04-2006,14-04-2015,
8015,The Code,< 30 minutes,,Shelley Birse,"Ashley Zukerman, Michael Denkha, Dan Spielman, Adele Perovic",21-09-2014,14-04-2015,
8016,Texas Chainsaw,1-2 hour,John Luessenhop,"Adam Marcus, Kirsten Elms, Tobe Hooper, Kim Henkel, Debra Sullivan, Stephen Susco","Scott Eastwood, Trey Songz, Alexandra Daddario, Dan Yeager",04-01-2013,14-04-2015,Millennium Films
8017,Snowpiercer,> 2 hrs,Bong Joon Ho,"Benjamin Legrand, Bong Joon Ho, Jean-Marc Rochette, Jacques Lob, Kelly Masterson","Chris Evans, John Hurt, Ed Harris, Kang-ho Song",11-07-2014,14-04-2015,"Opus, CJ Entertainment, Stillking Films, Moho Film"
8018,Tyler Perrys The Single Moms Club,1-2 hour,,Brad Jones,"Sarah Gobble, Brad Jones",14-03-2014,14-04-2015,
8019,The Croods,1-2 hour,"Kirk DeMicco, Chris Sanders","Kirk DeMicco, John Cleese, Chris Sanders","Nicolas Cage, Ryan Reynolds, Emma Stone, Catherine Keener",22-03-2013,14-04-2015,Gizmo Prods.
8020,Blue Ruin,1-2 hour,Jeremy Saulnier,Jeremy Saulnier,"Ydaiber Orozco, Dani Santiago, Macon Blair, Ronald Sarcos",09-07-2014,14-04-2015,Film Science
8021,Beverly Hills Cop,1-2 hour,Martin Brest,"Danilo Bach, Daniel Petrie Jr.","Judge Reinhold, Lisa Eilbacher, Eddie Murphy, John Ashton",05-12-1984,14-04-2015,Paramount Pictures
8022,Boss,> 2 hrs,Anthony D'Souza,"Siby K. Thomas, Udaykrishnan, Sajid, Farhad Samji","Shiv Panditt, Ronit Roy, Akshay Kumar, Mithun Chakraborty",16-10-2013,14-04-2015,
8023,My Big Big Friend,< 30 minutes,,"Andrés Lieban, Claudia Koogan Breitman","Tajja Isen, Nissae Isen, Scott McCord, Addison Holley",25-08-2011,14-04-2015,
8024,Rosario + Vampire,< 30 minutes,,,"Leah Clark, Nana Mizuki, Tia Lynn Ballard, Daisuke Kishio",03-01-2008,14-04-2015,
8025,The Inbetweeners,< 30 minutes,,,"Joe Thomas, James Buckley, Blake Harrison, Simon Bird",25-01-2010,14-04-2015,
8026,Bridget Jones: The Edge of Reason,1-2 hour,Beeban Kidron,"Helen Fielding, Adam Brooks, Andrew Davies, Richard Curtis","Jim Broadbent, Gemma Jones, James Faulkner, Renée Zellweger",19-11-2004,14-04-2015,Working Title Films
8027,Breathe In,1-2 hour,Drake Doremus,"Drake Doremus, Ben York Jones","Mackenzie Davis, Felicity Jones, Guy Pearce, Amy Ryan",19-07-2013,14-04-2015,
8028,Bloodsport,1-2 hour,Newt Arnold,"Sheldon Lettich, Mel Friedman, Christopher Cosby","Donald Gibb, Leah Ayres, Norman Burton, Jean-Claude Van Damme",29-04-1988,14-04-2015,Cannon International
8029,Bridget Joness Diary,1-2 hour,Sharon Maguire,"Helen Fielding, Andrew Davies, Richard Curtis","James Faulkner, Celia Imrie, Gemma Jones, Renée Zellweger",13-04-2001,14-04-2015,"Columbia, Universal Pictures, Miramax"
8030,Babys Day Out,1-2 hour,Patrick Read Johnson,John Hughes,"Joe Mantegna, Brian Haley, Joe Pantoliano, Lara Flynn Boyle",01-07-1994,14-04-2015,20th Century Fox
8031,Bo Burnham: what.,1-2 hour,"Bo Burnham, Christopher Storer",Bo Burnham,Bo Burnham,18-12-2013,14-04-2015,
8032,Braveheart,> 2 hrs,Mel Gibson,Randall Wallace,"James Cosmo, Sean Lawlor, Sandy Nelson, James Robinson",24-05-1995,14-04-2015,"Icon Entertainment International, Twentieth Century Fox, Ladd Company, Paramount Pictures, B.H. Finance C.V."
8033,Room on the Broom,< 30 minutes,"Jan Lachauer, Max Lang","Julia Donaldson, Max Lang, Axel Scheffler","Rob Brydon, Gillian Anderson, Timothy Spall, Simon Pegg",30-10-2013,14-04-2015,
8034,Oldboy,1-2 hour,Spike Lee,"Garon Tsuchiya, Nobuaki Minegishi, Mark Protosevich","Josh Brolin, Elizabeth Olsen, Samuel L. Jackson, Sharlto Copley",27-11-2013,14-04-2015,"Vertigo, 40 Acres &amp; A Mule Filmworks"
8035,Blitz,1-2 hour,Elliott Lester,"Ken Bruen, Nathan Parker","Paddy Considine, Zawe Ashton, Jason Statham, Aidan Gillen",20-05-2011,14-04-2015,"Lions Gate Entertainment, Junction, Current Entertainment, Davis Films"
8036,Barefoot,1-2 hour,Andrew Fleming,Stephen Zotnowski,"Evan Rachel Wood, Scott Speedman, Kate Burton, Treat Williams",04-09-2014,14-04-2015,Filmax
8037,Peaky Blinders,< 30 minutes,,Steven Knight,"Helen McCrory, Paul Anderson, Cillian Murphy, Sophie Rundle",30-09-2014,14-04-2015,
8038,Bleach the Movie: Hell Verse,1-2 hour,Noriyuki Abe,Steve Kramer,"Fumiko Orikasa, Noriaki Sugiyama, Masakazu Morita, Kazuya Nakai",04-12-2012,14-04-2015,
8039,Brick Mansions,1-2 hour,Camille Delamarre,"Bibi Naceri, Luc Besson, Ryan Amon","Paul Walker, Goûchy Boy, RZA, David Belle",25-04-2014,14-04-2015,"Cine Plus, EuropaCorp, Canal+, Transfilm, D8"
8040,Bleach The Movie: Fade to Black,1-2 hour,Noriyuki Abe,"Tite Kubo, Natsuko Takahashi","Aya Hirano, Fumiko Orikasa, Masakazu Morita, Hiroshi Kamiya",15-11-2011,14-04-2015,
8041,Black Mirror,< 30 minutes,,Charlie Brooker,"Michaela Coel, Beatrice Robertson-Jones, Hannah John-Kamen, Daniel Lapaine",04-12-2011,14-04-2015,
8042,Beyond Scared Straight!,< 30 minutes,,,"Leanna, Cecilia, Emily, Priscilla",13-01-2011,14-04-2015,
8043,My Awkward Sexual Adventure,1-2 hour,Sean Garrity,"Marguerite Pigott, Jonas Chernick","Sarah Manninen, Vik Sahay, Emily Hampshire, Jonas Chernick",21-02-2013,14-04-2015,"Julijette, Banana-Moon Sky Films"
8044,Jeff Dunham: Arguing with Myself,1-2 hour,Manny Rodriguez,Jeff Dunham,Jeff Dunham,11-04-2006,14-04-2015,
8045,Bill Burr: You People Are All the Same,1-2 hour,Jay Karas,Bill Burr,"Paul Virzi, Bill Burr",16-08-2012,14-04-2015,
8046,Thunder and the House Of Magic,1-2 hour,"Mimi Maynard, Ben Stassen, Jeremy Degruson","Ben Stassen, Domonic Paris, James Flynn","Cinda Adams, Kathleen Gati, Brianne Brozey, George Babbit",25-12-2015,14-04-2015,"Studio Canal International, nWave Pictures, Anton Capital Entertainment"
8047,The Devil Is a Part-Timer!,< 30 minutes,,,"Yôko Hikasa, Nao Tôyama, Ryôta Ôsaka, Yuki Ono",01-04-2013,14-04-2015,
8048,Halt and Catch Fire,< 30 minutes,,"Christopher Cantwell, Christopher C. Rogers","Kerry Bishé, Lee Pace, Scoot McNairy, Mackenzie Davis",01-06-2014,14-04-2015,
8049,Autumn in New York,1-2 hour,Joan Chen,Allison Burnett,"Richard Gere, Anthony LaPaglia, Elaine Stritch, Winona Ryder",11-08-2000,14-04-2015,"United Artists, Lakeshore Entertainment"
8050,Jackass Presents: Bad Grandpa,1-2 hour,Jeff Tremaine,"Fax Bahr, Spike Jonze, Adam Small, Jeff Tremaine, Johnny Knoxville","Johnny Knoxville, Jackson Nicoll, Georgina Cates, Gregorio",25-10-2013,14-04-2015,Dickhouse Productions
8051,Berserk: The Golden Age Arc I - The Egg of the King,1-2 hour,Toshiyuki Kubooka,"Ichirô Ôkouchi, Kentaro Miura","Hiroaki Iwanaga, Takahiro Sakurai, Carrie Keranen, Kevin T. Collins",26-04-2012,14-04-2015,
8052,Fullmetal Alchemist,< 30 minutes,,,"Vic Mignogna, Romi Pak, Aaron Dismuke, Rie Kugimiya",06-11-2004,14-04-2015,
8053,Alpha and Omega: A Howl-iday Adventure,30-60 mins,Richard Rich,"Tom Kane, Steve Moore","Debi Derryberry, Kate Higgins, Ben Diskin, Marieve Herington",08-10-2013,14-04-2015,Crest Animation Productions
8054,Along Came Polly,1-2 hour,John Hamburg,John Hamburg,"Philip Seymour Hoffman, Jennifer Aniston, Ben Stiller, Debra Messing",16-01-2004,14-04-2015,"Jersey Films, Loofah Productions"
8055,Assault on Wall Street,1-2 hour,Uwe Boll,"Anthony Metivier, Uwe Boll","Erin Karpluk, Edward Furlong, Dominic Purcell, John Heard",30-07-2013,14-04-2015,Lynn Peak Productions
8056,Anthony Bourdain: Parts Unknown,< 30 minutes,,,Anthony Bourdain,14-04-2013,14-04-2015,
8057,Thick as Thieves,1-2 hour,Mimi Leder,Ted Humphrey,"Robert Forster, Rade Serbedzija, Morgan Freeman, Corey Johnson",09-01-2009,14-04-2015,Millenium Pictures
8058,Are We There Yet?,1-2 hour,Brian Levant,"Claudia Grazioso, J. David Stem, David N. Weiss, Steven Gary Banks","Nia Long, Ice Cube, Aleisha Allen, Philip Bolden",21-01-2005,14-04-2015,Revolution Studios
8059,An American Girl: McKenna Shoots for the Stars,1-2 hour,Vince Marcello,"Jessica O'Toole, Mary Casanova, Amy Rardin","Jade Pettyjohn, Kerris Dorsey, Nia Vardalos, Ian Ziering",03-07-2012,14-04-2015,Martin Chase Productions
8060,Kevin Hart: Im a Grown Little Man,1-2 hour,Shannon Hartman,Kevin Hart,Kevin Hart,03-02-2009,14-04-2015,Image Entertainment
8061,Americas Book of Secrets,< 30 minutes,,,"Jonathan Adams, Barry Aird",15-01-2012,14-04-2015,
8062,Pain and Gain,> 2 hrs,Michael Bay,"Christopher Markus, Stephen McFeely, Pete Collins","Dwayne Johnson, Anthony Mackie, Tony Shalhoub, Mark Wahlberg",26-04-2013,14-04-2015,De Line Pictures
8063,Parks and Recreation,< 30 minutes,,"Michael Schur, Greg Daniels","Aubrey Plaza, Nick Offerman, Amy Poehler, Chris Pratt",09-04-2009,14-04-2015,
8064,American Pie Presents: The Book of Love,1-2 hour,John Putch,"Adam Herz, David H. Steinberg","Eugene Levy, Brandon Hardesty, Bug Hall, Kevin M. Horton",22-12-2009,14-04-2015,Universal Studios Home Entertainment
8065,Attack on Titan,< 30 minutes,,,"Josh Grelle, Marina Inoue, Yûki Kaji, Yui Ishikawa",01-04-2013,14-04-2015,
8066,Its Always Sunny in Philadelphia,< 30 minutes,,"Rob McElhenney, Glenn Howerton","Kaitlin Olson, Rob McElhenney, Glenn Howerton, Charlie Day",04-08-2005,14-04-2015,
8067,Star Trek: Deep Space Nine,< 30 minutes,,"Rick Berman, Michael Piller","Rene Auberjonois, Avery Brooks, Alexander Siddig, Cirroc Lofton",03-01-1993,14-04-2015,
8068,Eureka Seven,< 30 minutes,Masahiko Tokushima,"Yusuke Asayama, Naruki Nagakawa","Yasuyuki Kase, Miyu Irino, Keiji Fujiwara, Erik Davies",24-10-2006,14-04-2015,
8069,The Fifth Element,> 2 hrs,Luc Besson,"Luc Besson, Robert Mark Kamen","Bruce Willis, Ian Holm, Gary Oldman, Milla Jovovich",09-05-1997,14-04-2015,Gaumont
8070,Scream 4,1-2 hour,Wes Craven,Kevin Williamson,"Shenae Grimes-Beech, Dane Farwell, Lucy Hale, Roger Jackson",15-04-2011,14-04-2015,"Outerbanks Entertainment, Corvus Corax, Dimension Films"
8071,Another 48 Hrs.,1-2 hour,Walter Hill,"Roger Spottiswoode, Jeb Stuart, Eddie Murphy, John Fasano, Steven E. de Souza, Walter Hill, Larry Gross","Brion James, Kevin Tighe, Nick Nolte, Eddie Murphy",08-06-1990,14-04-2015,Paramount
8072,Beverly Hills Cop III,1-2 hour,John Landis,"Steven E. de Souza, Danilo Bach, Daniel Petrie Jr.","Jon Tenney, Eugene Collier, Joey Travolta, Eddie Murphy",25-05-1994,14-04-2015,
8073,3 Days to Kill,1-2 hour,McG,"Luc Besson, Adi Hasak","Amber Heard, Connie Nielsen, Kevin Costner, Hailee Steinfeld",21-02-2014,14-04-2015,"3DTK, Wonderland Sound and Vision, Relativity"
8074,Elite Squad: The Enemy Within,1-2 hour,José Padilha,"Rodrigo Pimentel, José Padilha, Bráulio Mantovani","Wagner Moura, Milhem Cortaz, Irandhir Santos, André Ramiro",08-10-2010,14-04-2015,Globo Filmes
8075,Battle Royale 2,> 2 hrs,"Kinji Fukasaku, Kenta Fukasaku","Koushun Takami, Kenta Fukasaku, Norio Kida","Ayana Sakai, Ai Maeda, Shûgo Oshinari, Tatsuya Fujiwara",05-07-2003,14-04-2015,"Toei Co. Ltd., Battle Royale Prod. Committee"
8076,Project A 2,1-2 hour,Jackie Chan,"Jackie Chan, Yu Ting, Edward Tang, Jack Maeby","Jackie Chan, Maggie Cheung, Carina Lau, Rosamund Kwan",19-08-1987,14-04-2015,
8077,Ju-On 2,1-2 hour,Takashi Shimizu,Takashi Shimizu,"Kei Horie, Chiharu Niiyama, Yui Ichikawa, Noriko Sakai",05-09-2003,14-04-2015,
8078,Don 2,> 2 hrs,Farhan Akhtar,"Salim Khan, Rajshri Sudhakar, Farhan Akhtar, Ameet Mehta, Javed Akhtar","Boman Irani, Priyanka Chopra, Shah Rukh Khan, Lara Dutta",23-12-2011,14-04-2015,"Pixion Studio, Excel Entertainment, Landmark Production, Film Base Berlin, Red Chillies Entertainment"
8079,Ninja: Shadow of a Tear,1-2 hour,Isaac Florentine,"Michael Hurst, David N. White, Boaz Davidson","Mika Hijii, Scott Adkins, Kane Kosugi, Markus Waldow",27-12-2013,14-04-2015,Millennium Films
8080,Special 26,< 30 minutes,Neeraj Pandey,Neeraj Pandey,"Jimmy Sheirgill, Anupam Kher, Akshay Kumar, Manoj Bajpayee",08-02-2013,14-04-2015,
8081,Wolf Creek 2,1-2 hour,Greg McLean,"Aaron Sterns, Greg McLean","Ryan Corr, John Jarratt, Philippe Klaus, Shannon Ashlyn",17-04-2014,14-04-2015,"Duo Art Productions, Emu Creek Pictures"
8082,Crocodile Dundee 2,1-2 hour,John Cornell,"Paul Hogan, Brett Hogan","John Meillon, Linda Kozlowski, Paul Hogan, Ernie Dingo",25-05-1988,14-04-2015,Paramount Pictures
8083,Beverly Hills Cop II,1-2 hour,Tony Scott,"Eddie Murphy, Warren Skaaren, Larry Ferguson, Robert D. Wachs, Danilo Bach, Daniel Petrie Jr.","Judge Reinhold, Eddie Murphy, Jürgen Prochnow, Ronny Cox",20-05-1987,14-04-2015,"Paramount Pictures, Eddie Murphy Productions, Don Simpson/Jerry Bruckheimer Films"
8084,Grease 2,1-2 hour,Patricia Birch,"Jim Jacobs, Ken Finkleman, Warren Casey","Lorna Luft, Maureen Teefy, Michelle Pfeiffer, Maxwell Caulfield",11-06-1982,14-04-2015,Paramount
8085,Grave Encounters 2,1-2 hour,John Poliquin,"The Vicious Brothers, Colin Minihan, Stuart Ortiz","Jennica Fulton, Charlie Kerr, Jeffrey Bowyer-Chapman, Shawn C. Phillips",02-10-2012,14-04-2015,
8086,Open Water 2: Adrift,1-2 hour,Hans Horn,"Collin McMahon, Adam Kreutner, David Mitchell, Richard Speight Jr.","Susan May Pratt, Richard Speight Jr., Niklaus Lange, Ali Hillis",10-08-2006,14-04-2015,Orange Pictures GmbH &amp; Co. KG
8087,Anchorman 2: The Legend Continues,1-2 hour,Adam McKay,"Will Ferrell, Adam McKay","Steve Carell, Will Ferrell, Paul Rudd, David Koechner",18-12-2013,14-04-2015,"Gary Sanchez Productions, Apatow Productions"
8088,Johnny English Reborn,1-2 hour,Oliver Parker,"Hamish McColl, Robert Wade, Neal Purvis, William Davies","Roger Barclay, Rowan Atkinson, Togo Igawa, Eric Carte",21-10-2011,14-04-2015,Working Title Films
8089,The Smurfs 2,1-2 hour,Raja Gosnell,"Karey Kirkpatrick, J. David Stem, Jay Scherick, David Ronn, David N. Weiss, Peyo","Jayma Mays, Hank Azaria, Neil Patrick Harris, Brendan Gleeson",31-07-2013,14-04-2015,Kerner Entertainment
8090,Insidious Chapter 2,1-2 hour,James Wan,"Leigh Whannell, James Wan","Lin Shaye, Ty Simpkins, Rose Byrne, Patrick Wilson",13-09-2013,14-04-2015,"Blumhouse, Oren Peli"
8091,How to Train Your Dragon 2,1-2 hour,Dean DeBlois,"Cressida Cowell, Dean DeBlois","Cate Blanchett, Craig Ferguson, Jay Baruchel, Gerard Butler",13-06-2014,14-04-2015,"DreamWorks Animation, Mad Hatter Entertainment"
8092,Cloudy with a Chance of Meatballs 2,1-2 hour,"Cody Cameron, Kris Pearn","Christopher Miller, John Francis Daley, Phil Lord, Judi Barrett, Erica Rivinoja, Jonathan Goldstein, Ron Barrett","James Caan, Anna Faris, Will Forte, Bill Hader",27-09-2013,14-04-2015,Sony Pictures Animation
8093,Storage 24,1-2 hour,Johannes Roberts,"Noel Clarke, Marc Small, Johannes Roberts, Davie Fairbanks","Noel Clarke, Colin O'Donoghue, Antonia Campbell-Hughes, Laura Haddock",29-06-2012,14-04-2015,
8094,20 Feet from Stardom,1-2 hour,Morgan Neville,,"Stephanie 'Stevvi' Alexander, Chris Botti, Patti Austin, Lou Adler",26-07-2013,14-04-2015,Tremolo Productions
8095,Edge of Seventeen,1-2 hour,David Moreton,Todd Stephens,"Andersen Gabrych, Chris Stafford, Tina Holmes, Stephanie McVay",20-04-2000,14-04-2015,"Blue Streak Films, Luna Pictures"
8096,From One Second to the Next,30-60 mins,Werner Herzog,,"Valetta Bradford, Xzavier Davis-Bilbo, Chandler Gerber, Aurie Parris",07-08-2013,14-04-2015,
8097,The Naked Gun 2 1/2: The Smell of Fear,1-2 hour,David Zucker,"Jerry Zucker, Pat Proft, David Zucker, Jim Abrahams","George Kennedy, Leslie Nielsen, O.J. Simpson, Priscilla Presley",28-06-1991,14-04-2015,Paramount Pictures
8098,Naked Gun 33 1/3: The Final Insult,1-2 hour,Peter Segal,"Jim Abrahams, David Zucker, Jerry Zucker, Robert LoCash, Pat Proft","George Kennedy, Leslie Nielsen, O.J. Simpson, Priscilla Presley",18-03-1994,14-04-2015,Paramount Pictures
8099,Tell No One,> 2 hrs,Guillaume Canet,"Philippe Lefebvre, Guillaume Canet, Harlan Coben","François Cluzet, Kristin Scott Thomas, Marie-Josée Croze, André Dussollier",01-11-2006,14-04-2015,"Région Ile-de-France, M6 Films, Canal+, M6 Métropole Télévision, EuropaCorp, CinéCinéma, Les Productions du Trésor, Caneo Films, Sofica Europacorp"
