moviesID,Title,IMDb Score,Rotten Tomatoes Score,Metacritic Score
2288,A Prominent Patient,6.7,,
2289,Power Rangers Beast Morphers,6.9,,
2290,Grand Blue,7.8,,
2291,A Year In Space,7.4,,
2292,Mimi and Lisa,6.6,,
2293,Black Money Love,7.3,,
2294,Girls und Panzer der Film,7.4,,
2295,The Lies Within,6.8,,
2296,Arctic,6.8,,71
2297,El Camino: A Breaking Bad Movie,7.3,91,72
2298,Fractured,6.4,,36
2299,To Each His Own,6.7,78,
2300,Ahiru no Sora,7.5,,
2301,Ascendance of a Bookworm,7.9,,
2302,Cautious Hero: The Hero Is Overpowered but Overly Cautious,7.4,,
2303,They Shall Not Grow Old,8.3,99,91
2304,Empties,7.3,100,
2305,Dark Blue World,7.2,62,56
2306,Rhythm + Flow,7.7,,
2307,Trabantem do posledního dechu,6.8,,
2308,So B. It,6.7,,46
2309,Fate/Grand Order Absolute Demonic Front: Babylonia,7.3,,
2310,BEASTARS,7.8,,
2311,The Miracles of the Namiya General Store,6.8,82,
2312,Trabant at the End of the World,8,,
2313,Out of the City,6.6,,
2314,Deon Cole: Cole Hearted,6.9,,
2315,What Did You Eat Yesterday?,7.8,,
2316,Ransom,6.7,75,60
2317,Legend Quest: Masters of Myth,8.2,,
2318,Mortal Engines,6.1,26,44
2319,One Cut of the Dead,7.7,,86
2320,My Country: The New Age,8.3,,
2321,In the Tall Grass,5.4,36,46
2322,Raising Dion,7.2,,
2323,Kids on the Block,7.2,,
2324,Seis Manos,7.2,,
2325,Living Undocumented,6.6,,
2326,Justice League vs the Fatal Five,6.5,100,
2327,Salam - The First ****** Nobel Laureate,7.9,,
2328,Oswaldo,8.3,,
2329,Califórnia,7.2,,
2330,Wers Glaubt Wird Selig,6.2,57,
2331,Come and Hug Me,8.1,,
2332,Digby Dragon,7.2,,
2333,Bad Papa,8,,
2334,Dabangg,6.2,60,
2335,The Fortress,6.8,57,
2336,Clara,6.7,52,43
2337,Five Feet Apart,7.2,52,53
2338,Dark City,7.6,,66
2339,Limitless,6.8,,
2340,Cheese in the Trap,7.4,,
2341,The K2,7.8,,
2342,Chicago Typewriter,8.3,,
2343,College Romance,8.9,,
2344,Tunnel,8.3,,
2345,The Liar and His Lover,6.9,,
2346,Engineering Girls,6.9,,
2347,Inmates,6.6,,
2348,Girls Hostel,8.2,,
2349,Wonder Park,5.9,34,45
2350,What Men Want,5.3,42,49
2351,My Days of Mercy,6.4,89,
2352,60 Days In,7.7,,
2353,Run with the Wind,8.4,,
2354,The Loud House,7.2,,
2355,Black Thursday,6.5,57,
2356,Night School,5.6,26,43
2357,Bard of Blood,7,,
2358,In the Shadow of the Moon,,95,
2359,Skylines,7.6,,
2360,The Politician,7.5,,
2361,Wotakoi: Love is Hard for Otaku,7.6,,
2362,The Last Family,7.5,86,69
2363,This Is Personal,5.7,60,
2364,Green Book,8.2,78,69
2365,Nancy Drew and the Hidden Staircase,5.7,72,55
2366,Phantom Thread,7.5,91,90
2367,Jeff Dunham: Beside Himself,6.8,77,
2368,Vagabond,7.7,100,
2369,Where We Belong,7,,
2370,Criminal: Germany,7.7,,
2371,Inside Bills Brain: Decoding Bill Gates,7.9,,
2372,Between Two Ferns: The Movie,6.1,74,59
2373,Criminal: France,7.2,,
2374,True: Tricky Treat Day,7.2,,
2375,Criminal: Spain,6.9,,
2376,Criminal: UK,7.6,,
2377,The Hockey Girls,7,,
2378,If Beale Street Could Talk,7.1,95,87
2379,Kabir Singh,7.1,23,
2380,When the Camellia Blooms,8,,
2381,Escape Plan: The Extractors,4.4,25,
2382,Slaughterhouse Rulez,5.3,38,39
2383,Transformers: Cyberverse,6.8,,
2384,The Last Kids on Earth,7.5,,
2385,Clive Davis: The Soundtrack of Our Lives,7.5,80,57
2386,Pawn Stars,7.2,,
2387,Los Tigres del Norte at Folsom Prison,7,,
2388,The Universe,8.7,,
2389,The Treasure of the Silver Lake,6.9,50,
2390,Ancient Aliens,7.5,,
2391,Winnetou: The Red Gentleman,6.6,50,
2392,Winnetou: The Last Shot,6.7,40,
2393,Winnetou,6.9,,
2394,The Curse of Oak Island,7,,
2395,Intervention,8.6,,
2396,Surviving R. Kelly,7.6,,
2397,We Have Always Lived in the Castle,5.6,87,63
2398,Oh! Baby,7.4,,
2399,Marianne,7.5,,
2400,Monarca,8,,
2401,Unbelievable,8.4,,
2402,Top Boy,8.4,,
2403,Tall Girl,5.2,20,
2404,The Battleship Island,7.1,64,60
2405,Real,7.1,60,56
2406,The Merciless,6.7,,53
2407,A Taxi Driver,7.9,96,69
2408,Fabricated City,6.9,67,
2409,Confidential Assignment,6.6,63,
2410,Eun-Ha,6.8,,
2411,"Lets Go, JETS! From Small Town Girls to U.S. Champions?!",7.9,98,82
2412,"The Mind, Explained",8,,
2413,The I-Land,4.5,,
2414,Betty en NY,7.7,,
2415,Bill Burr: Paper Tiger,8.2,86,
2416,Evelyn,7,64,55
2417,Our Godfather,6.8,47,
2418,The Entity,6.7,64,35
2419,The Bletchley Circle: San Francisco,6.9,,
2420,Time Freak,5.8,55,
2421,Fantastic Beasts: The Crimes of Grindelwald,6.6,36,52
2422,Destination Wedding,6,51,46
2423,Ainori Love Wagon: African Journey,7.4,,
2424,Blinded by the Light,6.9,89,71
2425,A Dogs Way Home,6.7,59,50
2426,Ee Nagaraniki Emaindi,7.9,,
2427,Avengement,6.5,84,63
2428,Kids on the Slope,6.8,,
2429,Aquaman,6.9,65,55
2430,Kingsman: The Golden Circle,6.7,51,44
2431,The World We Make,5.2,55,
2432,My Secret Romance,7.2,,
2433,Splash Splash Love,7.8,,
2434,Tokimeki Tonight,7.5,,
2435,Homme Less,7.2,82,67
2436,Downrange,5.4,71,42
2437,The Crystal Calls Making the Dark Crystal: Age of Resistance,7.6,,
2438,The Image Book,6.2,,76
2439,Sink or Swim,7,,47
2440,Perfectos desconocidos,6.6,81,63
2441,Mekhong Full Moon Party,7.2,,
2442,For the Birds,6.8,,73
2443,Wonder Wheel,6.2,32,45
2444,Planeta Singli,6.8,71,
2445,Spookley the Square Pumpkin,5,66,
2446,Saawan,7.3,,
2447,Elena,7.6,81,81
2448,Luo Bao Bei,7.7,,
2449,Da Geht Noch Was,6.3,56,
2450,13 Commandments,7,,
2451,The Good Bandit,7.8,,
2452,Styling Hollywood,6.7,,
2453,The Dark Crystal: Age of Resistance,8.5,,
2454,Falling Inn Love,5.6,65,
2455,Kardec,6.1,89,
2456,My Girl,8,93,
2457,The Tin Mine,8.1,85,
2458,Dear Dakanda,7.8,90,
2459,Hell Fest,5.5,40,26
2460,Polis Evo,6.9,,
2461,Polis Evo 2,7.1,,
2462,Article 15,8.2,90,
2463,Rust Valley Restorers,7.8,,
2464,Mayday Life,7.3,,
2465,Love Alarm,7.4,,
2466,Halloween,6.5,79,67
2467,Gintama 2: Rules Are Made To Be Broken,6.6,,
2468,Saavat,6.7,,
2469,Hyperdrive,8.1,,
2470,Povestea unui pierde vara,6.6,,
2471,Love Building,6.9,33,
2472,De ce eu?,7.6,,
2473,American Factory,7.4,96,86
2474,Robin Hood,5.3,15,32
2475,Lucky,7.3,77,80
2476,First Man,7.3,87,84
2477,Instant Family,7.3,81,57
2478,Apache: The Life of Carlos Tevez,6.6,,
2479,Diagnosis,7.8,,
2480,Green Frontier,7.3,,
2481,Victim Number 8,7,,
2482,Better Than Us,7.4,,
2483,45 rpm,7.3,,
2484,Invader Zim: Enter the Florpus,7.5,100,
2485,Escape Room,6.4,51,48
2486,Cannon Busters,6.9,,
2487,Seasons Change,7.6,89,
2488,Dorm,6.9,71,
2489,Final Score,7,,
2490,Body,6.5,60,
2491,Finding Steve McQueen,6.2,46,53
2492,Growing Up Smith,6.8,73,
2493,For Love or Money,5.6,69,
2494,A Suitable Girl,6.9,88,
2495,Belle and Sebastian,6.3,56,
2496,Happy Jail,7,,
2497,Uyare,8,,
2498,DC Super Hero Girls,6.9,,
2499,Office Uprising,6,78,
2500,Secret Unrequited Love,7.2,,
2501,Holiday Love,6.7,,
2502,Dele,7.3,,
2503,From Me to You,7,68,
2504,The InBESTigators,8,,
2505,Spirit Riding Free: Pony Tales,7.9,,
2506,Colin Quinn: Red State Blue State,7.6,,
2507,The Family,7.7,,
2508,Sintonia,6.7,,
2509,Rockos Modern Life: Static Cling,7,92,
2510,The Naked Director,7.8,,
2511,Roll Red Roll,7.1,100,83
2512,Fahrenheit 11/9,7,82,69
2513,Badla,7.8,60,
2514,Sebastian Maniscalco: Why Would You Do That?,7.4,,
2515,Screwball,7.1,94,72
2516,Mollys Game,7.4,81,71
2517,A Star Is Born,7.6,90,88
2518,Basketball or Nothing,7.4,,
2519,Our Planet - Behind The Scenes,8.4,,
2520,Now and Then,6.8,32,50
2521,Jungle,6.7,60,48
2522,Seven Something,6.7,,
2523,The Mercy,6,74,60
2524,Persona 3 The Movie: #4 Winter of Rebirth,6.8,,
2525,Tsuredure Children,7.3,,
2526,The Billionaire,7.8,82,
2527,Persona 3 the Movie: #1 Spring of Birth,6.8,,
2528,Kizumonogatari Part 3: Reiketsu,8,,
2529,Kizumonogatari Part 1: Tekketsu,7.5,94,
2530,The Rider,7.4,97,92
2531,Handle Me With Care,7.4,,
2532,Sorry to Bother You,6.9,93,80
2533,Havent You Heard? Im Sakamoto,7.2,,
2534,A Sisters All You Need,7.5,,
2535,Trico Tri: Happy Halloween,3.5,89,
2536,Hormones,7,,
2537,Wilderness: Part Two,7.2,,
2538,Hello Stranger,7.5,77,
2539,ReLIFE,6.8,,
2540,Overlord,6.6,81,60
2541,The Salesman,7.8,96,85
2542,On Wings of Eagles,5.6,62,
2543,Best of Times,7,72,
2544,Wilderness: Part One,7.2,,
2545,Exposed: The Case Of Keli Lane,6.8,,
2546,I Still Know What You Did Last Summer,4.7,7,21
2547,Bumblebee,6.8,91,66
2548,Manu,7.9,,
2549,A Brighter Summer Day,8.4,100,90
2550,Khaani,8,,
2551,Are We Done Yet?,4.3,8,36
2552,Regiment Diaries,9.1,,
2553,Uriyadi 2,7.2,,
2554,Mon frère,6.7,,
2555,KENGAN ASHURA,8,,
2556,The Red Sea Diving Resort,6.6,29,
2557,SAINT JUDY,6.3,,51
2558,Twelve Forever,6.6,,
2559,Tomorrow When the War Began,6.2,64,54
2560,Papillon,7.2,52,51
2561,Anna and the Apocalypse,6,77,63
2562,The Son,8.1,,
2563,Boi,8.6,,
2564,The Quintessential Quintuplets,7.3,,
2565,Replicas,5.5,11,19
2566,Another Life,5,,
2567,Too Young To Die!,6.8,67,
2568,Our Meal for Tomorrow,6.7,,
2569,Pink and Gray,6.6,,
2570,Darkest Hour,7.4,84,75
2571,Hubert und Staller - Unter Wölfen,6.8,,
2572,The Great Hack,7.1,87,
2573,Transformers Rescue Bots Academy,6.9,,
2574,Beecham House,6.7,,
2575,Unfriended: Dark Web,5.9,60,53
2576,Cook Up A Storm,6.4,58,
2577,Predator 2,6.3,31,46
2578,A Certain Scientific Accelerator,7.1,,
2579,The Delinquent Season,6.4,67,
2580,The Monkey King 3,5.5,33,51
2581,The Bacchus Lady,7.1,100,
2582,The Princess and the Matchmaker,6.3,60,
2583,The Lover,6.9,32,
2584,Kamome Diner,7.1,,
2585,Death Note: L: Change the WorLd,6.1,64,
2586,Memories of Matsuko,7.8,93,
2587,Be with You,7.7,,
2588,A Day,6.8,,
2589,Kamikaze Girls,7.2,62,56
2590,On Your Wedding Day,6.9,92,
2591,Secret Obsession,4.4,29,
2592,Johnny English Strikes Again,6.2,37,39
2593,Rookie Historian Goo Hae-Ryung,8.2,,
2594,Unrequited Love,7.3,,
2595,The Pages,7.1,,
2596,"Kiss Him, Not Me",6.7,,
2597,Bogda,7.4,,
2598,A Simple Favor,6.8,84,67
2599,Arifureta: From Commonplace to Worlds Strongest,6.8,,
2600,Ultraman Taiga,8.6,,
2601,My Hero Academia: Two Heroes,7.5,100,
2602,After,5.3,18,30
2603,Point Blank,5.7,38,37
2604,True Tunes,8.7,,
2605,Taco Chronicles,7.8,,
2606,4L,5.9,57,
2607,Blown Away,7,,
2608,Doble Kara,8.8,,
2609,Criminal Justice,7.7,,
2610,PILI Fantasy: War of Dragons,7.4,,
2611,Cities of Last Things,6.2,81,66
2612,How Many Kilograms are the Dumbbells You Lift?,7.1,,
2613,Dr. Stone,8.2,,
2614,The Best of the Wiggles,6.9,,
2615,Aziz Ansari: RIGHT NOW,7.5,84,
2616,Blockbustaz,6.8,,
2617,Fire Force,7.7,,
2618,Upgrade,7.5,88,67
2619,In The Dark,7.4,,
2620,Vox Lux,5.9,61,67
2621,DanMachi: Is It Wrong to Try to Pick Up Girls in a Dungeon? - Arrow of the Orion,6.8,,
2622,The Legend of White Snake,7.6,,
2623,Pitch Perfect 3,5.8,29,40
2624,The Possession Of Hannah Grace,5.2,18,37
2625,The Last Czars,7.3,,
2626,Bangkok Love Stories: Plead,7.6,,
2627,Designated Survivor: 60 Days,8.1,,
2628,North Country,7.3,69,68
2629,The Heart Is a Lonely Hunter,7.6,100,
2630,War for the Planet of the Apes,7.4,94,82
2631,Katherine Ryan: Glitter Room,6.7,,
2632,Record of Grancrest War,7.2,,
2633,The Story of Saiunkoku,7.5,,
2634,Dead Calm,6.8,83,70
2635,Fist of the North Star: New Saviour Legend,6.8,,
2636,Fight for My Way,8.1,,
2637,Flowering Heart,7.2,,
2638,School 2017,7.6,,
2639,Chivalry of a Failed Knight,7.3,,
2640,War Against Women,7,,
2641,Midnight Runners,7.2,,
2642,Executive Decision,6.4,65,62
2643,The Accountant of Auschwitz,7.3,100,
2644,Hatchimals | Adventures in Hatchtopia,7.8,,
2645,Molang,8.5,,
2646,Radio Romance,6.6,,
2647,Are You Human,8,,
2648,Inhuman Kiss,6.5,92,
2649,Romeo Akbar Walter,6.6,15,
2650,Scare Tactics,6.7,,
2651,Creed II,7.1,83,66
2652,Three Identical Strangers,7.6,97,81
2653,Super Deluxe,8.3,80,
2654,Shaft,6.4,33,40
2655,Exhibit A,6,57,
2656,Family Business,5.8,38,54
2657,El testigo,8.1,,
2658,Spider-Man: Into the Spider-Verse,8.4,97,87
2659,Paranoia Agent,8.1,94,
2660,Daniel Sosa: Maleducado,6.8,,
2661,ANIMA,7.7,,
2662,Unbroken,7.2,51,59
2663,Hikaru Utada Laughter in the Dark Tour 2018,8.5,,
2664,The Beast and the Beauty,6.6,82,
2665,The Front Line,7.4,67,59
2666,Unstoppable,6.6,,
2667,The Face Reader,6.9,75,
2668,Dark Figure of Crime,6.6,80,
2669,Detective K: Secret of Virtuous Widow,6.3,52,
2670,Nameless Gangster: Rules of the Time,7.1,100,
2671,Dont Click,4.8,60,
2672,Com a Palavra: Arnaldo Antunes,7.9,,
2673,Jules and Jim,7.8,93,97
2674,The End of Evangelion,8.1,88,
2675,Neon Genesis Evangelion,8.5,,
2676,Mr. Iglesias,7.1,,
2677,The Wolfs Call,6.9,,
2678,"Last Winter, We Parted",6.6,,
2679,Good Luck,7.3,,
2680,Beats,7.1,98,74
2681,The Edge of Democracy,7.2,97,81
2682,The Nun,5.3,25,46
2683,Smallfoot,6.6,76,60
2684,Memory Games,6.7,,
2685,Its the Law,7.3,86,69
2686,29+1,6.8,,
2687,The Hidden Face,7.4,80,
2688,Roman Holiday,8,97,78
2689,Little Forest,7.1,88,
2690,Anarchist from Colony,6.1,86,
2691,DreadOut,5.2,60,
2692,Little Italy,5.7,14,28
2693,Gifted,7.6,73,60
2694,Bal Ganesh,6.9,,
2695,The Legend of Buddha,6.6,,
2696,3 Seconds Divorce,7.4,,
2697,Bal Ganesh 2,7.4,,
2698,Somewhere Only We Know,5.3,53,
2699,Chief of Staff,7.9,,
2700,Murder Mystery,6,44,38
2701,Unit 42,7,,
2702,Trinkets,7.1,,
2703,Professor Marston and the Wonder Women,7.1,87,68
2704,Pihu,7.6,,
2705,BlacKkKlansman,7.5,96,83
2706,The Right One,6.6,,
2707,The Cell,7.1,,
2708,Jo Koy: Comin In Hot,7.3,,
2709,Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,7.6,92,86
2710,Crazy Rich Asians,6.9,91,74
2711,Mamma Mia! Here We Go Again,6.6,79,60
2712,Pachamama,6.8,93,
2713,The Black Godfather,7.4,100,69
2714,Tales of the City,7.4,,
2715,The Chef Show,8.2,,
2716,I Am Mother,6.7,91,64
2717,Belmonte,6.1,87,
2718,Stree,7.6,,
2719,Everybody Knows,6.9,,68
2720,Tremble All You Want,6.9,,
2721,"Its Okay, Buddy",7.3,86,69
2722,Dr. Seuss The Grinch,6.3,59,51
2723,Climax,7,68,67
2724,Happy Death Day,6.6,71,58
2725,Guerras do Brasil,7.6,,
2726,Arthdal Chronicles,8.4,,
2727,Shoplifters,7.9,,93
2728,The Quake,6.2,85,70
2729,Then Came You,7,59,44
2730,Marrowbone,6.7,49,63
2731,Master Z: The Ip Man Legacy,6.5,,72
2732,Peppermint,6.5,12,29
2733,The Post,7.2,88,83
2734,The Big Sick,7.5,98,86
2735,Tatarak,6.5,63,
2736,All the Money in the World,6.8,80,72
2737,Papusza,7.4,67,
2738,Buena Vista Social Club: Adios,6.9,70,67
2739,Blindspotting,7.4,94,77
2740,Will You Be There?,7,,
2741,Revenge,7.2,,
2742,??? Book of the Atlantic,7.7,,
2743,III Smoking Barrels,6.6,,
2744,Leaving Neverland,7,,
2745,A Thousand Goodnights,8,,
2746,Always Be My Maybe,6.8,89,64
2747,Playing with Fire,5.1,,24
2748,Killer Ratings,7.7,,
2749,When They See Us,8.9,,
2750,How to Sell Drugs Online (Fast),7.9,,
2751,Svaha: The Sixth Finger,6.3,76,
2752,Mere Pyare Prime Minister,6.8,,
2753,Hunter Killer,6.6,37,43
2754,The Meg,5.6,45,46
2755,Charmed,7.1,,
2756,Hotel Artemis,6.1,58,58
2757,Joy,8.3,92,
2758,Rim of the World,5.2,23,
2759,The Perfection,6.1,,60
2760,High Seas,6.8,,
2761,WHAT / IF,6.3,,
2762,Booksmart,7.2,96,84
2763,One Spring Night,7.9,,
2764,The Man Who Feels No Pain,7.4,,
2765,Mission: Impossible - Fallout,7.7,97,86
2766,Wanda Sykes: Not Normal,7.2,100,
2767,A Faithful Man,6.2,,67
2768,Ben Is Back,6.7,82,66
2769,Agatha Christies Crooked House,6.3,57,59
2770,Zoku Owarimonogatari,7.9,,
2771,The Little Paris Kitchen: Cooking with Rachel Khoo,8.1,,
2772,Lenette van Dongen - Tegenwind,8.2,,
2773,Matangi/Maya/M.I.A.,7.6,89,70
2774,ReMastered: The Lions Share,6.9,,
2775,Dying to Tell,6.8,,
2776,See You Yesterday,5.2,95,74
2777,1994,7.6,,
2778,Well-Intended Love,7.4,,
2779,Its Bruno!,7.5,,
2780,Born in Syria,7.7,,
2781,Born in Gaza,7.4,,
2782,Najib Amhali - I Amhali,7,,
2783,Ronald Goedemondt - Geen Sprake Van,7.7,,
2784,Emilio Guzman - Alle Mensen Verzamelen,7.2,,
2785,Hagazussa: A Heathens Curse,5.9,,72
2786,Dennis and Gnasher Unleashed,7.3,,
2787,Tim Fransen - Het Failliet van de Moderne Tijd,7.5,,
2788,Support the Girls,6.4,91,85
2789,RBG,7.6,93,71
2790,"Heidi, bienvenida a casa",6.7,,
2791,Will and Grace,7.2,,
2792,Cold War,7.6,,90
2793,"Tokyo Tower: Mom and Me, and Sometimes Dad",7.4,84,
2794,The Case of Hana and Alice,7.1,,
2795,Beyond the Memories,6.6,,
2796,Heroine Disqualified,6.6,,
2797,Initiation Love,7.1,,
2798,I Give My First Love to You,7.2,,
2799,Hamid,7.8,,
2800,Atomic Blonde,6.7,78,63
2801,Cake,,88,
2802,Terrace House: Tokyo 2019-2020,8.2,,
2803,Weed the People,7.3,100,
2804,The Wife,7.2,,77
2805,Merata: How Mum Decolonised the Screen,7,92,
2806,Kin,5.8,34,35
2807,The Snowman,5.1,7,23
2808,The Defected,7.3,,
2809,Skyscraper,5.8,48,51
2810,Breaking In,5.5,27,42
2811,Phi,7.4,,
2812,Shéhérazade,7.1,,68
2813,Wine Country,5.4,66,56
2814,Dry Martina,5.8,57,
2815,The Society,7.1,,
2816,Jailbirds,7.1,,
2817,Kabaneri of the Iron Fortress: The Battle of Unato,6.7,,
2818,Is,6.7,,
2819,One Fine Spring Day,7.1,83,
2820,Another Miss Oh,7.9,,
2821,Romans 8:37,7.2,,
2822,The Midwife,6.7,,66
2823,The Big Swindle,6.6,52,
2824,Romance of Their Own,6.3,82,
2825,The Day He Arrives,7,91,83
2826,Sgt. Stubby: An American Hero,6.9,89,58
2827,The Devotion of Suspect X,6.2,64,
2828,Grass,7.1,100,
2829,Crying Fist,7.3,82,
2830,Draw,7,,
2831,Mathilde,5.4,75,
2832,Okis Movie,6.8,82,78
2833,Il Mare,7.6,89,
2834,"Lovely, Still",7.1,73,57
2835,Mapplethorpe: Look at the Pictures,7.5,97,75
2836,Claires Camera,6.5,,80
2837,Hello Carbot the Movie: The Cretaceous Period,8.7,,
2838,Losers Adventure,6.8,,
2839,Alibi.com,6.5,67,
2840,Liz and the Blue Bird,7.2,82,67
2841,Daytime Shooting Star,6.8,,
2842,Dance Sports Girls,7.7,,
2843,Bleak Night,7.1,74,
2844,Attack on Titan: The Roar of Awakening,8.1,,
2845,Hahaha,6.7,67,
2846,Battle of Memories,6.5,67,
2847,Like You Know It All,7,48,
2848,Last Child,6.7,,
2849,Brothers,6.5,,
2850,Bathtubs Over Broadway,7.5,100,78
2851,Tiny House Nation,7.2,,
2852,Birds Without Names,6.5,100,
2853,Mid90s,7.4,80,66
2854,Swing Kids,7.5,63,
2855,What If?,6.3,,
2856,Abyss,7.1,,
2857,Here and Now,6.8,,
2858,Last Breath,7.7,92,
2859,March of the Penguins 2: The Next Step,6.6,,
2860,Like Arrows,6.5,92,
2861,"Extremely Wicked, Shockingly Evil and Vile",6.6,54,52
2862,The Last Summer,5.6,29,
2863,All In My Family,6.8,,
2864,Crime Diaries: Night Out,7.3,,
2865,Undercover,7.9,,
2866,Dead to Me,8,,
2867,Tuca and Bertie,7.4,,
2868,Prospect,6.3,88,68
2869,Laatu,6.6,,
2870,The Little Stranger,5.5,65,67
2871,Wildlife,6.8,93,80
2872,Knock Down The House,7.1,99,80
2873,Wrongfully Accused,6.2,21,
2874,John and Yoko: Above Us Only Sky,7.4,,
2875,White Boy Rick,6.5,57,59
2876,Babar and the Adventures of Badou,6.7,,
2877,Witchcraft Works,6.8,,
2878,Jestem morderc?,6.7,,
2879,Boruto: Naruto Next Generations,7,,
2880,I Am a Hero,6.8,91,
2881,Sur Sapata,7.6,,
2882,K: Missing Kings,7.1,69,
2883,The Wandering Earth,6,70,57
2884,Anthony Jeselnik: Fire in the Maternity Ward,7.2,80,
2885,Hong Kong West Side Stories,7.5,,
2886,Burning,7.5,,90
2887,The Christmas Trap,5.8,72,
2888,Teen Aur Aadha,6.7,,
2889,CRD,6.4,100,
2890,Street Food,8,,
2891,ReMastered: Devil at the Crossroads,7,,
2892,Money Trap,6,,
2893,Tannbach - Schicksal eines Dorfes,7.6,,
2894,The Legend of the Blue Sea,8.1,,
2895,Njan Prakashan,7.7,,
2896,The Hateful Eight: Extended Version,7.8,74,68
2897,Goosebumps 2: Haunted Halloween,5.6,47,53
2898,Gundermann,7.3,,
2899,Mario,7.4,,
2900,Non-Core,6.6,,
2901,An Hour and a Half,7.2,,
2902,The First Purge,5.2,56,54
2903,I Think You Should Leave with Tim Robinson,7.7,,
2904,Les Légendaires,6.8,,
2905,Down a Dark Hall,5.1,48,56
2906,Teen Titans Go! To the Movies,6.8,91,69
2907,Oceans 8,6.8,69,61
2908,What a Man Wants,6.3,71,
2909,Rampant,6.3,62,
2910,Microhabitat,7.4,,
2911,The Last Resort,7.3,92,76
2912,Time Trap,6.3,58,46
2913,Grass Is Greener,7.1,100,
2914,Siberia,4.3,12,34
2915,Maria Magdalena,8.4,,
2916,A Fortunate Man,7.2,,
2917,Someone Great,6.2,82,63
2918,Rilakkuma and Kaoru,8.4,,
2919,Brené Brown: The Call to Courage,7.7,80,
2920,Lunatics,6.6,,
2921,Bruder: Schwarze Macht,6.9,,
2922,Sheikh Jackson,7,75,63
2923,My Dear Boy,8.1,,
2924,Demain Tout Commence,7.4,38,
2925,My First First Love,7.6,,
2926,Dining Together,6.9,,
2927,Wise Mans Grandchild,6.7,,
2928,Life Itself,6.8,13,21
2929,HOMECOMING: A film by Beyoncé,7.5,98,
2930,Franco Escamilla: Bienvenido al mundo,7.2,,
2931,The Helpful Fox Senko-san,6.8,,
2932,Jonaki,7,,
2933,Jonathan,5.9,63,62
2934,Mile 22,6.1,23,38
2935,The Happytime Murders,5.4,24,27
2936,Truth or Dare: Extended Directors Cut,5.2,16,35
2937,Sarazanmai,7,,
2938,The New Romantic,5.7,63,55
2939,"Abby Hatcher, Fuzzly Catcher",6.9,,
2940,Blaze,6.6,95,75
2941,Urusei Yatsura: Only You,6.8,77,
2942,Midnight Occult Civil Servants,6.8,,
2943,Rainbow Jelly,7,,
2944,The Pagemaster,6.1,21,
2945,Hazaaron Khwaishein Aisi,7.9,91,
2946,Jhankaar Beats,7.2,85,
2947,Buffalo Boys,5.8,79,48
2948,The Perfect Date,5.8,65,
2949,A Land Imagined,6.3,75,59
2950,Special,7.6,,
2951,Huge in France,6.8,,
2952,Demon Slayer: Kimetsu no Yaiba,8.7,,
2953,We Never Learn,6.9,,
2954,Oum le dauphin blanc,7.6,,
2955,Ölümlü Dünya,7.7,,
2956,Il nome della rosa,7,,
2957,Dabbe: Ci?n Çarpmasi,6.8,,
2958,Persona,6.7,,
2959,Black Summer,6.4,,
2960,Liss Pereira: Reteniendo líquidos,6.6,,
2961,You vs. Wild,6.7,,
2962,Isekai Quartet,7,,
2963,CAROLE and TUESDAY,7.9,,
2964,Fruits Basket,8.4,,
2965,Tully,7,87,75
2966,Blockers,6.2,84,69
2967,The Oath,5.5,63,58
2968,Men Behaving Badly,7.7,,
2969,Legacies,7.5,,
2970,Petta (Telugu Version),7.2,67,
2971,The Great Battle,7,86,
2972,Sarvam Thaala Mayam (Telugu Version),7.5,,
2973,Unicorn Store,5.5,,44
2974,Quicksand,7.5,,
2975,Tijuana,7.1,,
2976,Our Planet,9.3,,
2977,61 Days,7.4,,
2978,Rimba Racer,8.2,,
2979,Petta,7.2,67,
2980,Ricardo Quevedo: Los amargados somos más,7.6,,
2981,The Beguiled,6.3,79,77
2982,Jurassic World: Fallen Kingdom,6.2,47,51
2983,Possessed,6.9,,
2984,Ziarno Prawdy,6.7,56,
2985,"Paul, Apostle of Christ",6.6,46,52
2986,Crazy Beautiful You,7.2,78,
2987,Leave No Trace,7.2,100,88
2988,Kevin Hart: Irresponsible,6.5,100,
2989,Ek Ladki Ko Dekha Toh Aisa Laga,5.5,77,
2990,Suddenly Twenty,7.2,,
2991,Snatched,4.5,36,45
2992,Action Figures 2,7.6,,
2993,Necrópolis,6.7,,
2994,Novitiate,6.7,86,73
2995,Ultraman,6.9,,
2996,The Witch: Part 1 - The Subversion,7.1,88,
2997,The Negotiation,6.7,60,
2998,Monstrum,6.1,94,
2999,Gevoel voor tumor,8.5,,
3000,In Vlaamse Velden,7.5,,
3001,Colette,6.7,,74
3002,Overdrive,5.4,29,
3003,Golden Exits,5.8,67,71
3004,Fonzy,5.2,67,55
3005,Love O2O,8,,
3006,The Spy Who Fell to Earth,6.6,,
3007,The Trap,8.3,,
3008,I Am Maris,7.1,,
3009,Jagat,6.9,,
3010,Chiang Khan Story,7.2,,
3011,Sicario: Day of the Soldado,7.1,63,61
3012,The Spy Who Dumped Me,6,49,52
3013,Black 47,6.8,78,65
3014,Detroit,7.3,82,77
3015,Trailer Park Boys: The Animated Series,7.5,,
3016,Touch,7.8,,
3017,The Burial of Kojo,6.5,,93
3018,Kudamm 59,7.9,,
