moviesID,Title,IMDb Score,Rotten Tomatoes Score,Metacritic Score
4391,Amityville: The Awakening,4.8,30,42
4392,The Aerial,7.4,64,
4393,Kicks,6.4,87,69
4394,Saturday Church,6.4,93,72
4395,Holland: Natuur in de Delta,6.9,,
4396,Metro,7.3,,
4397,Hush,5.5,12,18
4398,Rukh,6.4,100,
4399,A Billion Colour Story,7.9,,
4400,?Digimon Adventure Tri. Chapter 5 Coexistence,7.2,,
4401,Loaded,6.6,,
4402,LOST SONG,7.2,,
4403,Fallet,6.8,,
4404,The Paper,8.2,,
4405,Una,6.2,76,62
4406,Miss Kobayashis Dragon Maid,7.7,,
4407,Om Shanti Om,6.7,76,
4408,Operation Odessa,7.7,100,
4409,Parasyte: The Maxim,8.3,,
4410,Sir Alex Ferguson: Secrets of Success,7.1,,
4411,Go Jetters,8.2,,
4412,John Bishop: Supersonic Live at the Royal Albert Hall,6.8,,
4413,Louis Theroux: Savile,7.4,,
4414,Unforgotten,8.2,,
4415,The Job Lot,7.1,,
4416,Hey Duggee,8.9,,
4417,Valerian and the City of a Thousand Planets,6.5,47,51
4418,John Bishop Live: The Rollercoaster Tour,7.1,,
4419,A Touch of Green,8.5,,
4420,Revolt,5.2,60,
4421,Days We Stared at the Sun,8,,
4422,Gods Own Country,7.7,98,85
4423,Velvet Colección,7.2,,
4424,The Titan,4.8,17,33
4425,Trump: An American Dream,7.2,,
4426,Happy Anniversary,5.7,83,
4427,Sofía Niño de Rivera: Selección Natural,6.8,,
4428,First Match,6.4,85,68
4429,The China Hustle,7.2,78,67
4430,Kill Me Heal Me,8.3,,
4431,Historietas Assombradas: O Filme,6.7,,
4432,James Acaster: Repertoire,8.4,,
4433,Birdshot,6.6,80,
4434,The Bodyguard,6.3,33,39
4435,Get a Job,5.3,,31
4436,The Defiant Ones,8.5,,
4437,Alexa and Katie,7.5,,
4438,The Mechanism,8.4,,
4439,Roxanne Roxanne,6.2,,74
4440,"Game Over, Man!",5.4,18,32
4441,Layla M.,6.7,100,
4442,Secret Superstar,7.8,91,
4443,Day and Night,8.3,,
4444,Conor McGregor: Notorious,7.2,50,
4445,Wonder Woman,7.4,93,76
4446,The Beatles: Eight Days a Week,7.8,96,72
4447,A Man in the Dark,7.1,88,71
4448,Live,8.4,,
4449,Wild Wild Country,8.2,,
4450,On My Block,8,,
4451,Benji,6.3,,53
4452,Take Your Pills,6.4,62,54
4453,Little Lunch: The Halloween Horror Story,7.5,,
4454,Tabula Rasa,8.1,,
4455,"Pizza, birra, faso",7.1,51,
4456,In This Corner of the World,7.8,,73
4457,Juni Taisen: Zodiac War,6.6,,
4458,Mango Dreams,7.5,,
4459,Bilu Rakkhosh,7.1,,
4460,The Art of Loving,7.1,,
4461,Secret of the Nile,8.2,,
4462,Tulip Fever,6.2,10,38
4463,Steel Rain,7.1,75,
4464,Ricky Gervais: Humanity,8,47,
4465,Annihilation,6.8,88,79
4466,Bad Match,5.5,100,56
4467,Bitch,5.1,,55
4468,Survival Family,7.2,,
4469,68 Kill,6,70,56
4470,Nocturnal Animals,7.5,74,67
4471,Collateral,6.8,,
4472,The Outsider,6.3,17,30
4473,Ladies First,7.2,,
4474,Partition 1947,6.7,72,53
4475,Aliens Ate My Homework,4.6,52,
4476,Bullet Head,5.4,61,51
4477,The Shack,6.3,21,32
4478,Borderliner,6.8,,
4479,A Perfect Murder,6.5,57,50
4480,Happy Family,7.4,,86
4481,B: The Beginning,7.2,,
4482,Flint Town,7.9,,
4483,One Week Friends,7,,
4484,Lucky Romance,7.1,,
4485,Columbus,7.2,97,89
4486,A Silent Voice,8.1,,78
4487,Loving Vincent,7.8,85,62
4488,Wind River,7.7,88,73
4489,King Arthur: Legend of the Sword,6.7,30,41
4490,Balu Mahi,6.3,77,
4491,The Silence,7.3,,
4492,Solo,7.1,,
4493,Shubh Aarambh,6.9,,
4494,Tu Hai Mera Sunday,7.8,,
4495,Guru,7.7,83,70
4496,The Silence,,83,
4497,Kaakan,8,,
4498,Bachelor Girls,7.2,,
4499,A Dogs Purpose,7.2,35,43
4500,Shuddhi,7.9,,
4501,Something Huge,4.5,80,
4502,Dil Se,7.6,80,
4503,Love Beats Rhymes,5.4,44,54
4504,LA 92,8.2,97,66
4505,Kims Convenience,8.2,,
4506,Derren Brown: The Push,7.5,75,
4507,Beach Rats,6.4,85,78
4508,The Bridges of Madison County,7.6,90,69
4509,Jeepers Creepers 3,3.9,17,
4510,Stop! Or My Mom Will Shoot,4.3,7,
4511,The Zookeepers Wife,7,64,57
4512,Timeline,6.8,,
4513,Mute,5.4,21,35
4514,Seven Seconds,7.7,,
4515,Ugly Delicious,7.8,,
4516,Lincoln,7.3,89,86
4517,Accident,6.6,53,
4518,Churchill,6.1,49,44
4519,Hitlers Circle of Evil,8,,
4520,Forgotten,7.4,,
4521,The Breadwinner,7.7,95,78
4522,Memoir of a Murderer,7.2,77,
4523,The Frankenstein Chronicles,7.3,,
4524,FullMetal Alchemist,5.2,,48
4525,ONE PIECE,6.9,,
4526,A Week in Watts,6.3,80,
4527,The Joel McHale Show with Joel McHale,7.2,,
4528,The Final Year,6.4,84,67
4529,Agustín Aristarán: Soy Rada,6.8,,
4530,Pettersson und Findus,7.1,,
4531,Brave Miss World,7,68,
4532,First Team: Juventus,7.3,,
4533,Everything Sucks!,7.5,,
4534,John Wick: Chapter Two,7.5,89,75
4535,Sword Art Online the Movie: Ordinal Scale,7.4,,
4536,Reply 1988,9.1,,
4537,Rooftop Prince,7.8,,
4538,The Villainess,6.7,85,64
4539,Gangsta.,7.3,,
4540,Chris Rock: Tamborine,6.6,100,
4541,Love Per Square Foot,7.2,67,
4542,Trophy,7.3,96,80
4543,The Mortified Guide,7.9,,
4544,Burning Ice,7.6,,
4545,Breathe,7.2,68,51
4546,Unforgettable,5.1,28,45
4547,First Kill,5,15,39
4548,The Ritual,6.3,74,57
4549,Seeing Allred,6.9,100,68
4550,When We First Met,6.4,43,36
4551,The Emoji Movie,3.3,7,12
4552,Legion,8.2,,
4553,Imposters,7.8,,
4554,Ingrid Goes West,6.6,85,71
4555,Chasing Liberty,6.1,,46
4556,Queer Eye,8.5,,
4557,Valor,8.2,,
4558,Cardboard Gangsters,6.4,94,
4559,Fred Armisen: Standup For Drummers,5.8,67,
4560,24: Legacy,6.2,,
4561,Plan B,8.2,,
4562,The Cloverfield Paradox,5.5,20,37
4563,Ollie and Moon,8.4,,
4564,Coach Snoop,6.8,,
4565,Altered Carbon,8,,
4566,On Body and Soul,7.6,,77
4567,Suicide Club,6.6,57,
4568,El desconocido,7,,
4569,Damnation,7.7,,
4570,Lost City of Z,6.6,87,78
4571,Any Given Sunday,6.9,52,52
4572,Liberated: The New Sexual Revolution,6,53,
4573,Baywatch,5.5,17,37
4574,Transformers: The Last Knight,5.2,15,27
4575,The Avengers,3.8,5,12
4576,Männerherzen,6.2,62,
4577,Newness,6.3,,50
4578,Going in Style,6.6,82,50
4579,Babylon Berlin,8.4,,
4580,Jerry Seinfeld: Im Telling You for the Last Time,7.9,87,
4581,One of Us,7,,
4582,Mau Nieto: Viviendo sobrio… desde el bar,6.6,,
4583,Dirty Money,8.2,,
4584,A Futile and Stupid Gesture,6.8,67,55
4585,Acts of Vengeance,5.7,55,49
4586,Todd Glass: Act Happy,5.1,100,
4587,Black Lightning,6.1,,
4588,Shining Inheritance,7.7,,
4589,The Open House,3.2,14,
4590,Kakegurui,6.7,,
4591,Bad Day for the Cut,6.5,92,
4592,Death March to the Parallel World Rhapsody,6.6,,
4593,Born to Be Blue,6.9,,64
4594,Godzilla,6,80,
4595,Found,5.9,67,41
4596,The Girl on the Train,6.5,44,48
4597,Earth to Luna!,7.5,,
4598,"My Tomorrow, Your Yesterday",7.5,,
4599,Ghostbusters,6.4,74,60
4600,Home Again,5.8,32,41
4601,The Polka King,5.9,66,65
4602,Tom Segura: Disgraceful,7.6,100,
4603,My Next Guest Needs No Introduction With David Letterman,7.9,,
4604,Somebody Feed Phil,8.2,,
4605,A Storks Journey,5.8,61,
4606,Mobile Suit Z Gundam: A New Translation - Heirs to the Stars,6.8,,
4607,Rage of Bahamut: Genesis,7.4,,
4608,Mob Psycho 100,8.5,,
4609,Mobile Suit Z Gundam III: Love Is the Pulse of the Stars,6.7,,
4610,Violet Evergarden,8.4,,
4611,Captain Underpants: The First Epic Movie,6.2,87,69
4612,Good Time,7.4,92,80
4613,The House Next Door,6.8,,
4614,The Untold Tales of Armistead Maupin,7.6,92,
4615,Pop Team Epic,6.8,,
4616,Julian Schnabel: A Private Portrait,6.6,50,42
4617,A Bad Moms Christmas,5.6,32,42
4618,Rotten,7,,
4619,Comedians in Cars Getting Coffee,8.1,,
4620,Devilman Crybaby,7.6,,
4621,The End of the F***ing World,8.1,,
4622,Time Renegades,6.8,38,
4623,"That Winter, the Wind Blows",7.7,,
4624,She Was Pretty,7.7,,
4625,The Truth Beneath,6.8,,
4626,Wonderful Nightmare,7.1,60,
4627,Blood Father,6.4,89,66
4628,Roald Dahls Esio Trot,7,72,
4629,Ask the Sexpert,7.6,,
4630,Hubert und Staller: Die ins Gras beissen,7.2,,
4631,A Ghost Story,6.9,91,84
4632,Suffragette,6.9,73,66
4633,The Shallows,6.3,78,59
4634,Money Monster,6.5,58,55
4635,"Cant Cope, Wont Cope",7.3,,
4636,Aval,6.8,,
4637,Mustang Island,6.2,67,
4638,Die Hard 4.0,7.1,82,69
4639,Almost Christmas,6.1,49,55
4640,An Ordinary Man,5.5,41,52
4641,The Last: Naruto the Movie,7.6,81,
4642,Boruto: Naruto the Movie,7.9,93,
4643,We Speak Dance,7.6,,
4644,The Bleeder,6.5,81,68
4645,Origin Wars,5.6,,55
4646,The Man with the Iron Heart,6.4,67,
4647,Unlocked,6.3,26,46
4648,The Worlds Most Extraordinary Homes,7.6,,
4649,Life Without Principle,6.9,69,
4650,Protégé,7.2,83,
4651,Tatsumi,7.1,94,78
4652,Rurouni Kenshin: Shin Kyoto-Hen,7.8,,
4653,The Accidental Detective,6.7,,
4654,Cest Si Bon,6,71,
4655,Kinmoza!,6.7,,
4656,Boomerang Family,6.5,60,
4657,The Sion Sono,6.6,,
4658,The Advocate: A Missing Body,6.6,67,
4659,Date A Live,7,,
4660,"Her Father, My Lover",6.6,,
4661,Thread of Lies,6.7,100,
4662,Goon: Last of the Enforcers,5.8,42,48
4663,Snow White with the Red Hair,7.8,,
4664,Remember You,6.6,,
4665,A Certain Scientific Railgun,7.5,,
4666,ReLIFE,7.8,,
4667,The Eccentric Family,7.6,,
4668,Seraph of the End,7.5,,
4669,Royal Space Force: Wings of Honneamise,7.3,100,
4670,Nisekoi,7.2,,
4671,Maoyu: Archenemy and Hero,7,,
4672,Lucky Star,7.3,,
4673,Lost Highway,7.6,61,52
4674,Girls Last Tour,7.6,,
4675,Children of the Whales,7.1,,
4676,Jormungand,7.5,,
4677,Inu X Boku Secret Service,7.1,,
4678,Italian Race,7.3,,
4679,Gamers!,6.6,,
4680,Gosick,7.4,,
4681,Coin Locker Girl,6.8,,
4682,The Testament of Sister New Devil,6.7,,
4683,Himouto! Umaru-chan,7,,
4684,SHIMONETA: A Boring World Where the Concept of Dirty Jokes Doesnt Exist,7.1,,
4685,A Certain Scientific Railgun OVA,7.5,,
4686,Crisis: Special Security Squad,7.1,,
4687,Ballet Boys,7.4,78,
4688,The Brand New Testament,7.1,82,70
4689,Baka and Test,7.3,,
4690,In the Realm of the Senses,6.6,86,
4691,New Atashinchi,7.5,,
4692,A Girl at My Door,6.9,93,
4693,Voice of a Murderer,6.8,46,
4694,Ghost in the Shell: Solid State Society,8,91,
4695,Galaxy Express 999,7.4,92,
4696,Super Mario Bros.,4.1,24,35
4697,Creepy,6.3,90,76
4698,Terrace House: Opening New Doors,7.8,,
4699,SHIROBAKO,8.1,,
4700,Kamen Rider 555: Paradise Lost,7.1,,
4701,March Comes in Like a Lion,8.4,,
4702,Seitokai Yakuindomo,7.1,,
4703,The Laughing Salesman,6.9,,
4704,Kong: Skull Island,6.6,75,62
4705,Ushijima the Loan Shark Part 3,6.8,,
4706,Rage,7.1,,
4707,The Ancient Magus Bride,7.8,,
4708,Gangnam Blues,6.3,60,
4709,The Masked Rider #1,5.6,76,
4710,Fruits Basket,7.9,,
4711,Panda! Go Panda!,6.8,,
4712,The Familiar of Zero,7.6,,
4713,Blade of the Immortal,6.8,,72
4714,A Korean Odyssey,8.1,,
4715,The Lego Batman Movie,7.3,90,75
4716,McLaren,7.3,79,
4717,The Ottoman Lieutenant,6.6,19,26
4718,Logan Lucky,7,92,78
4719,Clash,7.5,93,78
4720,Risen,6.3,53,51
4721,Todd Barry: Spicy Honey,6.8,,
4722,CHIPS,6,18,28
4723,Der Geilste Tag,6.5,67,
4724,Mr. Roosevelt,6.2,100,73
4725,Alone in Berlin,6.5,57,52
4726,Myths and Monsters,7.9,,
4727,Creep 2,6.5,100,75
4728,The Toys That Made Us,8.1,,
4729,Bright,6.3,27,29
4730,Once Upon a Time... Space,7.5,,
4731,Jeremiah Tower: The Last Magnificent,6.5,,68
4732,Russell Howard: Recalibrate,7.4,88,
4733,The Brothers Grimsby,6.2,37,44
4734,Shot caller,7.3,69,59
4735,Ultimate Beastmaster India,7.3,,
4736,Ultimate Beastmaster China,7.3,,
4737,Ultimate Beastmaster France,7.3,,
4738,The Foreigner,7,65,55
4739,??? ???????? DRAGON CRY,7.1,,
4740,Ultimate Beastmaster Spain,7.3,,
4741,Live Flesh,7.4,81,69
4742,The Flower of My Secret,7,83,75
4743,Bad Education,7.4,88,81
4744,Christmas Inheritance,5.7,43,
4745,Wormwood,7,,
4746,Jenni Rivera: Mariposa de Barrio,6.9,,
4747,Menashe,6.5,96,81
4748,Muramba,8.1,,
4749,Death Parade,7.9,,
4750,Love Me If You Dare,7.6,44,45
4751,The Windsors,7.5,,
4752,Seoul Searching,7,75,63
4753,Fist Fight,5.6,24,37
4754,Ash vs. Evil Dead,8.4,,
4755,Four More Years,6.3,52,
4756,Peepli Live,7.4,86,69
4757,Jaane Tu... Ya Jaane Na,7.5,85,
4758,Lagaan,8.1,95,84
4759,Taare Zameen Par,8.4,91,
4760,Dhobi Ghat (Mumbai Diaries),7,65,55
4761,Delhi Belly,7.6,89,66
4762,By the Sea,5.3,34,44
4763,Power Rangers,5.9,50,44
4764,Your Name,8.4,98,79
4765,Craig Ferguson: Tickle Fight,6.6,82,
4766,Table 19,5.8,25,40
4767,Jab Harry Met Sejal,5.3,9,
4768,My Happy Family,7.4,,86
4769,Dark,8.8,,
4770,Prison Playbook,8.4,,
4771,Voyeur,6.2,79,59
4772,American Graffiti,7.4,96,97
4773,Cool Hand Luke,8.1,100,92
4774,Who Am I - Kein System Ist Sicher,7.6,73,
4775,Man Down,7.7,,
4776,Law of Desire,7.1,100,
4777,High Heels,7.1,53,51
4778,Atlanta,8.6,,
4779,Strongest Deliveryman,7.3,,
4780,Wakefield,6.3,72,62
4781,The Story of God with Morgan Freeman,7.9,,
4782,From the Land of the Moon,6.7,32,40
4783,Trailer Park Boys: Out of the Park: USA,6.7,,
4784,Mars,7.5,,
4785,Barbra: The Music ... The Memries ... The Magic!,7.5,,
4786,Godless,8.3,,
4787,Cuba and the Cameraman,8.3,100,82
4788,Shes Gotta Have It,6.7,,
4789,The Boss Baby,6.3,53,50
4790,Beat Bugs: All Together Now,7,,
4791,Song to Song,5.7,44,54
4792,Saving Capitalism,6.8,100,
4793,Collateral Beauty,6.8,14,23
4794,Shot in the Dark,7.5,,
4795,Mudbound,7.4,97,85
4796,A Christmas Prince,5.8,73,
4797,"Jim and Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",7.7,92,77
4798,Marvels The Punisher,8.5,,
4799,Billy Elliot,7.7,85,74
4800,Midnight Run,7.5,94,78
4801,Ainori Love Wagon: Asian Journey,7,,
4802,The Case for Christ,6.3,59,50
4803,Bluebeard,6.4,57,
4804,Hickok,4.7,57,49
4805,My Big Fat Greek Wedding 2,6,27,37
4806,DeRay Davis: How to Act Black,6.2,76,
4807,Free Fire,6.4,69,63
4808,Megan Leavey,7.1,85,66
4809,Their Finest,6.8,90,76
4810,Bon Cop Bad Cop 2,6.7,75,
4811,The Killer,3.7,80,
4812,Dinotrux Supercharged,7.2,,
4813,Women on the Verge of a Nervous Breakdown,7.6,90,85
4814,Dark Habits,6.6,69,
4815,What Have I Done to Deserve This?,7.2,78,
4816,Live by Night,6.4,34,49
4817,Mallrats,7.1,57,41
4818,La La Land,8,91,94
4819,The Journey Is the Destination,6.3,91,
4820,The Sinner,7.9,,
4821,Jerry Seinfeld: Comedian,6.9,77,62
4822,Let It Fall: Los Angeles 1982-1992,7.8,,92
4823,The Dinner,4.5,46,57
4824,Amazing Hotels: Life Beyond the Lobby,7.7,,
4825,6 Days,6.2,63,36
4826,The Big Family Cooking Showdown,7,,
4827,The Mekong River with Sue Perkins,7.8,,
4828,Alias Grace,7.8,,
4829,Once Upon a Time... Life,8.2,,
4830,????? ??? -soul of gold-,7.7,,
4831,Salvation,7,,
4832,Frank and Lola,5.9,69,56
4833,A Cure for Wellness,6.4,43,47
4834,In a Valley of Violence,6,77,64
4835,Midnight Sun,7.5,,
4836,A United Kingdom,6.9,84,65
4837,Mean Dreams,6.3,78,64
4838,Field of Dreams,7.5,87,57
4839,The Crush,5.9,25,34
4840,Angel Eyes,5.6,,39
4841,Once Upon a Time in Venice,5.3,21,28
4842,Poseidon,5.7,33,50
4843,Love Live! School Idol Project,7.5,,
4844,Adult Life Skills,6.3,75,49
4845,Together,6.6,67,
4846,Zumbos Just Desserts,6.9,,
4847,Joan Didion: The Center Will Not Hold,7.4,89,72
4848,Argon,7.4,,
4849,Grave of the Fireflies,8.5,,94
4850,The Lovers,6.1,82,76
4851,Strange Weather,5.9,58,57
4852,Fack ju Göhte,6.9,,
4853,Black,6.2,40,43
4854,Urban Legend,5.6,21,35
4855,It Comes at Night,6.2,87,78
4856,Wanted,7.7,,
4857,Jack Whitehall: At Large,6.9,83,
4858,Black Butterfly,6.2,40,43
4859,The Day I Met El Chapo,6.9,,
4860,1922,6.3,91,70
4861,Wheelman,6.4,88,66
4862,Smurfs: The Lost Village,6,40,40
4863,One of Us,4.2,93,
4864,All Eyez on Me,5.9,18,38
4865,Colossal,6.2,81,70
4866,Patton Oswalt: Annihilation,7.2,100,
4867,La Femme,6.6,,
4868,The Abyss,7.5,89,62
4869,Ujala,6.8,,
4870,Hubert und Staller,6.8,,
4871,Daniël Arends: Carte Blanche,7.4,,
4872,Kingdom of Us,7,100,
4873,The Babysitter,6.3,56,
4874,MINDHUNTER,8.6,,
4875,Super Monsters,6.6,,
4876,The Meyerowitz Stories (New and Selected),6.9,92,79
4877,La Mante,7.4,,
4878,Blessed Benefit,6.7,,
4879,Dynasty,7.3,,
4880,Norman: The Moderate Rise and Tragic Fall of a New York Fixer,6.1,88,75
4881,A Tale of Legendary Libido,5.3,62,
4882,The Secret Reunion,6.9,69,
4883,Hunters Prayer,6.9,,
4884,Kidnap,5.9,35,44
4885,The Death and Life of Marsha P. Johnson,7.3,96,76
4886,Bonus Family,7.7,,
4887,Paquita Salas,8,,
4888,Security,5.7,33,
4889,Barbie: A Fairy Secret,5.7,74,
4890,Stick Man,7.2,,
4891,Barbie in A Mermaid Tale,6.2,62,
4892,A Rising Tide,5.7,60,
4893,Theo Maassen: VANKWAADTOTERGER,7.6,,
4894,Shinjuku Incident,7,60,63
4895,Patriots Day,7.4,81,69
4896,Dangerous Liaisons,7.6,93,74
4897,Så vit som en snö,6,62,
4898,Hitting the Apex,8.3,91,
4899,What She Put on the Table,7.3,,
4900,The Lion Woman,6.6,,
4901,Verónica,6.2,,
4902,blood blockade battlefront,7.3,,
4903,Girls und Panzer,7.4,,
4904,Franca: Chaos and Creation,7.6,,
4905,The Bounce Back,5.2,67,
4906,Aftermath,5.7,42,44
4907,My Annoying Brother,7.3,,
4908,Asura: The City of Madness,6.6,82,64
4909,The Handmaiden,8.1,95,84
4910,Luck-Key,6.9,,
4911,The Royal House of Windsor,7.4,,
4912,Geralds Game,6.6,91,77
4913,Big Mouth,8,,
4914,Long Shot,7.4,,
4915,Our Souls At Night,6.9,88,69
4916,Bobby Sands: 66 Days,7.2,87,71
4917,Much Loved,6.2,57,
4918,Def Comedy Jam 25,6.6,44,
4919,Star Trek: Discovery,7.2,,
4920,The Exorcist,8,,
4921,The Bar,6.3,,
4922,Lethal Weapon,7.9,,
4923,Gaga: Five Foot Two,7,73,63
4924,The Bad Batch,5.3,47,62
4925,This Is Us,8.7,,
4926,Manhunt,5.2,69,68
4927,Jerry Before Seinfeld,7,95,
4928,Fantastic Beasts and Where To Find Them,7.3,74,66
4929,The Dressmaker,7.1,58,47
4930,The Five,7.7,,
4931,First They Killed My Father,7.2,87,72
4932,Time: The Kalief Browder Story,8.5,,
4933,American Vandal,8.2,,
4934,Strong Island,6.4,100,86
4935,Voice from the Stone,5.2,38,42
4936,The Visit,6.2,68,55
4937,Rings,4.5,8,25
4938,xXx: The Return of Xander Cage,5.2,44,42
4939,Fallen,5.4,7,47
4940,Son of Zorn,6.8,,
4941,The Divergent Series: Allegiant - Part 1,5.7,11,33
4942,If Cats Disappeared from the World,7,,
4943,The Beast Stalker,6.8,100,
4944,Jawbone,6.5,96,
4945,Greenhouse Academy,6.9,,
4946,Fire Chasers,6.6,,
4947,Apaches,7,,
4948,Nocturama,6.4,82,71
4949,Like Crazy,7.2,84,74
4950,Autobahn,5.7,24,33
4951,Carrie Pilby,6.7,62,52
4952,Graduation,7.3,,84
4953,Before the Fall,7.4,67,65
4954,GTO Drama Special,8.4,,
4955,Assassins Creed,5.7,18,36
4956,Why Him?,6.2,39,39
4957,Silence,7.2,83,79
4958,Hidden Figures,7.8,93,74
4959,Bleed for This,6.8,69,62
4960,The Omen 666,5.5,26,43
4961,LEGO Elves: Secrets of Elvendale,6.8,,
4962,Resurface,7,,
4963,Little Evil,5.7,92,
4964,The Three Brothers,7.2,91,
4965,Seoul Station,6.1,100,
4966,Sohni Mahiwal,6.1,70,
4967,Manoranjan,6.8,,
4968,Hindafing,7.7,,
4969,A Boy Name Flora A,7.8,,
4970,Mobile Suit Gundam UC,7.8,,
4971,Tip the Mouse,6.6,,
4972,Todo Sobre El Asado,6.6,33,
4973,The Distinguished Citizen,7.5,,
4974,The B-Side: Elsa Dorfmans Portrait Photography,6.7,97,77
4975,Shes Gotta Have It,6.8,91,79
4976,The Story of Diana,8,,
4977,Burnt,6.6,28,42
4978,The Promise,6,51,
4979,Ryan Hamilton: Happy Face,7.3,,
4980,Sisters,6,60,58
4981,Personal Shopper,6.1,80,77
4982,Bushwick,5.2,48,44
4983,Busters Mal Heart,6.1,70,63
4984,Hitman’s Bodyguard,6.9,43,47
4985,Disjointed,6.8,,
4986,The Mist,5.4,,
4987,Death Note,4.5,38,43
4988,Pieter Derks: Zo Goed Als Nieuw,7.1,,
4989,Berlin Syndrome,6.3,75,70
4990,Beyond the Mat,7.6,82,73
4991,Fences,7.2,92,79
4992,New Game!,7.1,,
4993,"Hail, Cesar!",6.3,85,72
4994,The Good Place,8.2,,
4995,What Happened to Monday,6.9,58,47
4996,Marvels The Defenders,7.3,,
4997,Norsemen,7.8,,
4998,White Gold,7.4,,
4999,Gold,6.7,42,49
5000,All These Sleepless Nights,6.6,69,70
5001,The Accountant,7.3,51,51
5002,"Maria, He Doesnt Like It",6,54,
5003,20 Minutes,6.9,,
5004,Murderous Affairs,6.6,,
5005,Persona,6.5,52,
5006,The Outcasts,5.5,56,47
5007,Mission Control: The Unsung Heroes of Apollo,7.6,,71
5008,Los Herederos,5.7,67,
5009,Allied,7.1,61,60
5010,Naked,5.4,,36
5011,Atypical,8.3,,
5012,True and the Rainbow Kingdom,7.2,,
5013,Denis Leary: No Cure For Cancer,7.4,83,
5014,Baahubali: The Beginning (Tamil Version),8,89,
5015,Baahubali: The Beginning (Hindi Version),8,89,
5016,Baahubali: The Beginning (Malayalam Version),8,89,
5017,Baahubali 2: The Conclusion (Malayalam Version),8.2,86,
5018,Baahubali 2: The Conclusion (Tamil Version),8.2,86,
5019,Baahubali 2: The Conclusion (Hindi Version),8.2,86,
5020,GetÃºlio,6.6,,
5021,Operation Mekong,6.6,80,
5022,The 5th Wave,5.2,15,33
5023,A Family Man,6.5,13,21
5024,Wet Hot American Summer: Ten Years Later,6.9,,
5025,Icarus,7.9,92,68
5026,Message from the King,6.4,45,40
5027,Jago: A Life Underwater,7.5,,
5028,Sing,7.1,72,59
5029,The Hollywood Masters,7.2,,
5030,What a Wonderful Family!,6.9,,
5031,The Invisible Guardian,6.4,,
5032,Daddy Day Camp,3.1,1,13
5033,Cop Car,6.3,81,66
5034,Rules Dont Apply,5.7,55,60
5035,Incarnate,5.3,,30
5036,Max Steel,4.6,0,22
5037,The Astronauts Wife,5.4,15,37
5038,The Bye Bye Man,4.2,19,37
5039,Autopsy of Jane Doe,6.8,87,65
5040,Maz Jobrani: Immigrant,6.7,,
5041,Hearts in Atlantis,6.9,49,55
5042,The Danish Girl,7.1,67,66
5043,Entangled,8.1,,
5044,Genius of the Ancient World,7.3,,
5045,Genius of the Modern World,7.6,,
5046,Dark Net,7.1,,
5047,Close Your Eyes Before Itâ€™s Dark,7.1,,
5048,Life plan A and B,7.6,,
5049,Aussie Gold Hunters,7,,
5050,Jessica Darlings It List,5.4,69,
5051,Heavy Rescue: 401,7,,
5052,Digimon Adventure tri. Chapter 4: Lost,7.5,,
5053,Boyka: Undisputed,7,,
5054,Castle of Sand,7.4,,
5055,Tales of Zestiria the X,6.9,,
5056,Opening Night,6.2,77,
5057,Everyday Miracles,7.4,,
5058,Fartsa,6.6,,
5059,Return to the Blue Lagoon,5.2,0,28
5060,Arrival,7.9,94,81
5061,Daughters of Destiny,8.6,,
5062,The Incredible Jessica James,6.5,88,72
5063,City of Tiny Lights,5.5,59,55
5064,"I, Olga Hepnarova",6.6,73,57
5065,Lucifer,6.9,,
5066,Fist of the North Star: The Legend of Toki,7,,
5067,Fist of the North Star: The Legend of Yuria,6.6,67,
5068,I Called Him Morgan,7.3,96,90
5069,Trinity Seven,6.8,,
5070,Blue Exorcist: The Movie,7.2,79,
5071,The Worst Witch,7.3,,
5072,Ozark,8.4,,
5073,Handsome Devil,7.1,83,60
5074,Intelligence,7.7,,
5075,Office Christmas Party,5.8,41,42
5076,Miss Sloane,7.5,76,64
5077,Berlin Station,7.6,,
5078,Phir Hera Pheri,6.9,67,
5079,Ari Shaffir: Double Negative,6.8,,
5080,"I, Daniel Blake",7.9,92,78
5081,I Am Not Your Negro,7.9,99,95
5082,Love the Coopers,5.8,18,31
5083,That Girl in Yellow Boots,6.6,50,
5084,Jack Reacher: Never Go Back,6.1,38,47
5085,Friends from College,6.9,,
5086,Chasing Coral,8.1,100,86
5087,To the Bone,6.8,72,64
5088,Buddy Thunderstruck: The Maybe Pile,7.2,,
5089,The Founder,7.2,81,66
5090,Erased,8.5,,
5091,On the Beach at Night Alone,6.8,,80
5092,Steve Jobs,7.2,85,82
5093,Solace,6.4,25,36
5094,Before I Fall,6.5,64,58
5095,Castlevania,8.2,,
5096,Take Me,6.1,70,56
5097,Apt Pupil,6.7,53,51
5098,Speech and Debate,5.9,55,46
5099,Cooties,5.7,45,49
5100,WorldEnd: What are you?doing?at?the?end?of?the?world??Are?you?busy??Will?you?save?us?,7.3,,
5101,Quanto Tempo o Tempo Tem,7.3,,
5102,Ballerina,7.8,,
5103,Is It Wrong to Try to Pick Up Girls in a Dungeon?,7.4,,
5104,The King,6.8,,
5105,Men in Hope,7.1,,
5106,Dont Knock Twice,5.1,23,45
5107,Grimoire of Zero,7,,
5108,La casa de papel,8.3,,
5109,Keeping Up with the Joneses,5.9,19,34
